-89.56692409515381	6.6907958984375
-83.63015747070312	-22.767257690429688
-83.8460807800293	-17.42652130126953
-83.30778694152832	-10.115127563476562
-82.6494369506836	-3.9576339721679688
-84.04875564575195	3.5931167602539062
-84.78402996063232	9.575210571289062
-83.86832809448242	25.600662231445312
-78.78241729736328	-36.514095306396484
-81.13635635375977	-27.968666076660156
-79.3447093963623	8.946601867675781
-81.07717704772949	15.141448974609375
-80.06746292114258	21.751670837402344
-80.25315284729004	33.41485595703125
-77.01275634765625	-46.190216064453125
-75.023681640625	-25.25836944580078
-75.49844360351562	-18.469528198242188
-78.12935829162598	-11.808616638183594
-77.80945587158203	-6.6473236083984375
-76.16420936584473	-0.41466522216796875
-75.8455753326416	13.511421203613281
-76.41316986083984	29.654708862304688
-77.05946731567383	37.83721923828125
-72.57878875732422	-41.902957916259766
-72.81009101867676	-32.081939697265625
-71.8294906616211	-10.841743469238281
-74.40685844421387	6.473480224609375
-73.02154350280762	24.830535888671875
-71.40518379211426	36.030426025390625
-73.79703140258789	44.71946716308594
-69.30739402770996	-47.30624771118164
-67.68486404418945	-27.451568603515625
-70.22874641418457	-16.773834228515625
-68.63271141052246	-4.024238586425781
-69.77174949645996	13.759834289550781
-70.55030632019043	19.083099365234375
-67.9677963256836	27.075233459472656
-69.13019561767578	42.60545349121094
-69.05270576477051	48.08238220214844
-65.92461013793945	-55.32676315307617
-64.37587356567383	-43.075111389160156
-66.14090728759766	-37.85469055175781
-66.6964225769043	-32.528602600097656
-65.63765716552734	-21.229576110839844
-65.32269668579102	-7.878349304199219
-64.94242477416992	-0.2042694091796875
-66.94391250610352	6.5786895751953125
-65.11155700683594	18.80786895751953
-65.74098205566406	36.76081848144531
-64.18973541259766	50.85443115234375
-66.33683013916016	55.48197937011719
-61.061981201171875	-61.27342987060547
-61.05404281616211	-50.79283905029297
-60.90223693847656	-37.26931381225586
-60.86292266845703	-27.24382781982422
-64.04434967041016	-16.22344970703125
-61.20885467529297	-4.65545654296875
-60.69171905517578	9.825523376464844
-63.86309814453125	13.837257385253906
-61.2562141418457	26.84394073486328
-62.46034240722656	32.6976318359375
-60.79848098754883	38.720733642578125
-62.54749298095703	45.4561767578125
-58.6597900390625	-56.13863754272461
-57.94027328491211	-21.651718139648438
-59.09601974487305	-11.995155334472656
-59.125335693359375	3.5927581787109375
-59.99477005004883	19.295257568359375
